text,label,source_url,label_id
"Scientific discoveries often hinge on synthesizing decades of research, a task that potentially outstrips human information processing capacities. Large language models (LLMs) offer a solution. LLMs trained on the vast scientific literature could potentially integrate noisy yet interrelated findings to forecast novel results better than human experts. Here, to evaluate this possibility, we created BrainBench, a forward-looking benchmark for predicting neuroscience results. We find that LLMs surpass experts in predicting experimental outcomes. BrainGPT, an LLM we tuned on the neuroscience literature, performed better yet. Like human experts, when LLMs indicated high confidence in their predictions, their responses were more likely to be correct, which presages a future where LLMs assist humans in making discoveries. Our approach is not neuroscience specific and is transferable to other knowledge-intensive endeavours.",Neuroscience,https://link.springer.com/article/10.1038/s41562-024-02046-9,0
"Neuroimaging research on sex, gender, and sexuality is a growing field. Despite a plethora of criticisms from feminist scientists, science studies scholars, and philosophers, the dominant research framework is sex essentialist, which assumes that there are two biologically distinct human sexes. Drawing upon Intemann’s description of feminist standpoint empiricism, I develop a feminist standpoint framework for cognitive neuroscience using the neuroimaging of sex/gender differences as a case study. Feminist standpoint epistemology involves initiating inquiry from the lives of the oppressed, subordinate, marginalized, or neglected. By reflecting on the differences between the lived experiences of individuals from the dominant group as compared to those from nondominant groups, we can take those experiences into account and incorporate the interests of nondominant groups in the research. Revisions to scientific practice may involve changing: (1) the research question; (2) the experimental set-up, data collection, or analysis; or (3) the standards for the interpretation and dissemination of results. Adopting the feminist standpoint has the potential to create knowledge that may be more reliable and less narrow in scope and knowledge that is liberatory rather than oppressive.",Neuroscience,https://link.springer.com/article/10.1007/s11229-025-05106-3,0
"Educational neuroscience, an emerging interdisciplinary field, has yet to establish a unified conceptual framework that directly addresses the complexities of real-world learning. This perspective article critiques the field’s traditional reliance on decontextualized laboratory findings and animal models, arguing that such approaches fail to capture the inherently social and interactive nature of human education. It posits that a significant gap—a “bridge too far”—persists between fundamental neuroscience and educational practice. To bridge this gap, we advocate for a fundamental reorientation toward studying learning within authentic educational contexts, proposing interpersonal neural synchronization as a key methodology and biomarker. The article systematically reviews recent empirical evidence from real-world classroom settings, demonstrating how interpersonal neural synchronization can reveal the neural underpinnings of teacher-student rapport, knowledge construction, attention dynamics, and social-emotional bonding. We further illustrate the paradigm’s utility in challenging research contexts, including early childhood and special education. Ultimately, this article calls for educational neuroscience to move beyond its role as a mere “translator” of cognitive neuroscience and instead forge its own independent research paradigms. By embracing the social, interactive brain, the field can develop an authentic science of teaching and learning with direct implications for educational improvement.",Neuroscience,https://link.springer.com/article/10.1007/s44436-025-00019-x,0
"Metacognition (the fundamental ability to reflect on and evaluate one’s own thoughts and actions) can shape human decisions and behaviours. Alterations in metacognition, such as distortions in confidence, self-reflection and beliefs about mental processes, are frequent in patients with mental disorders and are the target of effective clinical interventions. However, inconsistent frameworks and conceptual barriers between cognitive neuroscience and clinical disciplines have hindered advances in understanding and treating metacognition in psychopathology. In this Review, we review the metacognition literature to highlight cross-disciplinary inconsistencies and overlaps in terminology, experimental approaches and study populations between cognitive neuroscience and clinical perspectives. We build on a hierarchical framework of metacognition to start the process of integrating these literatures, and discuss the challenges associated with categorical and dimensional approaches to mental disorders. Our recommendations for future directions highlight the need for collaborative work between cognitive and clinical experts and methodological approaches that capture the causal links between metacognition and psychopathology.",Neuroscience,https://link.springer.com/article/10.1038/s44159-025-00503-4,0
"Neuroscience has emerged as a promising lens to uncover latent cognitive and emotional mechanisms underlying consumer behavior in marketing and sales. While its application in business-to-consumer (B2C) contexts has received growing scholarly attention, its relevance and potential contributions to business-to-business (B2B) sales remain underexplored and theoretically fragmented. Addressing this gap, our study asks: How has research on neuroscience in B2B selling evolved, and what key areas remain underdeveloped in both theory and practice? To answer this, we adopt a sequential mixed-methods design combining a systematic critical literature review with a Delphi study involving 18 internationally recognized B2B sales experts. Drawing from five leading academic databases—Web of Science, Scopus, PubMed, PsycINFO, and Google Scholar—we map current literature on the field. Findings reveal a reduced academic coverage, with neuroimaging techniques such as electroencephalography (EEG) and functional magnetic resonance imaging (fMRI) offering insights into trust-building, engagement, and decision-making processes critical to B2B interactions. The Delphi study complements these insights by surfacing areas of expert consensus and divergence, particularly around ethical considerations, methodological limitations, and organizational barriers to adoption. Experts consistently call for the development of standardized protocols, cross-disciplinary frameworks, and empirical validation to enhance managerial relevance. Taken together, our findings position neuroscience as a potentially transformative—yet currently underutilized—paradigm for advancing B2B sales theory and practice. We conclude by outlining a future research agenda aimed at fostering methodological rigor, industry-specific applications, and broader contextual generalizability.",Neuroscience,https://link.springer.com/article/10.1007/s11301-025-00550-4,0
"Electroencephalography (EEG) connectomes offer powerful tools for studying brain connectivity and advancing our understanding of brain function and dysfunction in both healthy and pathological conditions. Celebrating the 100th anniversary of EEG discovery, this Perspective explores the frontiers of EEG-based brain connectivity in basic and translational neuroscience research. We review new concepts, emerging analysis frameworks and significant advances in harnessing EEG connectomes. We suggest that leveraging machine learning approaches may offer promising paths to maximize the strengths of EEG connectomes. We also discuss how combined EEG connectome and neuromodulation provide a personalized and adaptive closed-loop paradigm to promote neuroplasticity and treat dysfunctional brains. We further address the limitations and challenges of the current methodology and touch on important issues regarding research rigour and clinical viability for translational impact.",Neuroscience,https://link.springer.com/article/10.1038/s41551-025-01442-4,0
"This double interview with two distinguished researchers in computational neuroscience, Kanaka Rajan and Alessandro Treves, aims to capture a part of their talks and discussions that emerged during a workshop on physical modelling of thought, held in Berlin in January 2023. The topic is the fascinating all-round intersection of physics and neuroscience through the perspectives of the interviewees. The dialogue traverses the complex terrain of modelling thought processes, shedding light on the trade-off between simplicity and complexity that defines the field of computational neuroscience. From the early days of physics-inspired brain models to the cutting-edge advancements in large language models, the interviewees share their journey, challenges, and insights into the modelling of physical and biological systems; they recount their experience with computational neuroscience, explore the impact of large language models on our understanding of human language and cognition, and speculate on the future directions of physics-inspired computational neuroscience, emphasising the importance of interdisciplinary collaboration and a deeper integration of complexity and detail in modelling the brain and its functions.",Neuroscience,https://link.springer.com/article/10.1007/s42087-024-00423-4,0
"Head and neck cancer (HNC) is an aggressive malignancy with significant effects on the innervation. Not only is it at the top of the cancer spectrum with a dismal prognosis, but it also imposes considerable stress on patients and society owing to frequent neurological symptoms. With progress in cancer neuroscience, the interactions between HNC and the nervous system, as well as the underlying mechanisms, have become increasingly clear. Compelling evidence suggests communication of information between cancer and nerve cells and devastation of the neurological system with tumor growth. However, the thorough grasp of HNC in cancer neuroscience has been severely constrained by the intricacy of HNC and fragmented research. This review comprehensively organizes and summarizes the latest research on the crosstalk between HNC and the nervous system. It aims to clarify various aspects of the neurological system in HNC, including the physiology, progression, and treatment of cancer. Furthermore, the opportunities and challenges of cancer neuroscience in HNC are discussed, which offers fresh perspectives on the neurological aspects of HNC diagnosis and management.",Neuroscience,https://link.springer.com/article/10.1186/s12943-025-02299-6,0
"Organizations that embrace innovative business strategies position themselves well for success. In this evolving technological landscape, businesses are increasingly focused on understanding consumer behaviors and preferences to tailor their products and services effectively. Notably, integrating neuroscience has become pivotal in achieving these goals, requiring its incorporation throughout various business processes. This comprehensive research review conducts a meta-analysis, synthesizing findings from numerous studies on applying neuroscience across diverse business domains. The primary objective is to identify innovative neuroscience approaches that can significantly revolutionize businesses. Through a meticulous literature exploration using PRISMA analysis, we discerned broad themes and further refined them into critical sub-themes. This thematic categorization enables a focused examination of each area of business research. The findings in this study uncovered vital intersections between neuroscience and business, offering valuable insights for corporations and researchers. In essence, the integration of neuroscientific techniques and artificial intelligence (AI)-based softwares into business practices is no longer optional, but a necessity for businesses to stay competitive in today’s fast-paced world. This study, therefore, plays a crucial role in connecting the state-of-the-art tools and techniques in neuroscience and traditional business practices. It paves the way for a new era of business operations, where science and technology work hand in hand with commerce to create a more prosperous and sustainable future. In conclusion, the paper emphasizes the importance of incorporating neuroscience techniques and newly developed AI-based softwares into business practices. This integration can yield precise and favorable outcomes, offering businesses the tools to thrive in an ever-changing market environment.",Neuroscience,https://link.springer.com/article/10.1186/s43093-024-00369-7,0
"The traditional thesis of the autonomy of psychology from neuroscience is grounded in a metaphysical thesis; the irreducibility thesis. Anti-reductionism is still dominant nowadays, and, as a consequence, autonomists arguably stand on firmer grounds. Still, an anti-autonomist might have the intuition that even if psychology is not reducible to neuroscience, there is a sense, not metaphysically grounded, but epistemologically grounded, in which psychology clearly is not autonomous from neuroscience. The challenge is then to offer a concept of autonomy which allows for the articulation of a new and significant autonomy thesis, and to show that the thesis is false. The thesis that psychologists need not consider neuroscientific explanations when putting forward psychological explanations is such a thesis. I take it that both this characterization of autonomy and an antiautonomist argument in this sense can already be found in a paper co-authored by Gualtiero Piccinini and CarlCraver. Piccinini and Craver’s attack on this thesis is grounded on the claim that psychologists should support their functional analyses by means ofmechanistic explanations for the former to be justified at all. I also take it that, as Lawrence Shapiro has shown, their argument ultimately fails. But this was a very valuable attempt, and, in this paper, I intend to build on it with the aim of offering a new and hopefully effective anti-autonomist argument. I contend that psychologists do need to consider neuroscientific explanations when putting forward psychological explanations, and this stems from the fact that they provide the same type of explanations of the same kind of phenomena as neuroscientist, or so I argue.",Neuroscience,https://link.springer.com/article/10.1007/s10670-024-00833-4,0
"Advances in large-scale single-unit human neurophysiology, single-cell RNA sequencing, spatial transcriptomics and long-term ex vivo tissue culture of surgically resected human brain tissue have provided an unprecedented opportunity to study human neuroscience. In this Perspective, we describe the development of these paradigms, including Neuropixels and recent brain-cell atlas efforts, and discuss how their convergence will further investigations into the cellular underpinnings of network-level activity in the human brain. Specifically, we introduce a workflow in which functionally mapped samples of human brain tissue resected during awake brain surgery can be cultured ex vivo for multi-modal cellular and functional profiling. We then explore how advances in human neuroscience will affect clinical practice, and conclude by discussing societal and ethical implications to consider. Potential findings from the field of human neuroscience will be vast, ranging from insights into human neurodiversity and evolution to providing cell-type-specific access to study and manipulate diseased circuits in pathology. This Perspective aims to provide a unifying framework for the field of human neuroscience as we welcome an exciting era for understanding the functional cytoarchitecture of the human brain.",Neuroscience,https://link.springer.com/article/10.1038/s41586-024-07405-0,0
"ATAC-seq (assay for transposase-accessible chromatin using sequencing) enables high resolution mapping of chromatin accessibility, providing critical insights into gene regulatory mechanisms in neuroscience research. This protocol presents an optimized approach for applying ATAC-seq to neural tissues and cells, addressing the unique challenges of preserving chromatin integrity in these delicate samples. We detail the key steps of tissue processing, nuclear isolation, transposition reactions, and library preparation specifically adapted for neural applications. The method requires minimal starting material (20,000–50,000 cells) while maintaining high sensitivity for detecting regulatory elements involved in neural development, plasticity, and neurological disorders. This tailored protocol facilitates robust investigation of neuroepigenomic regulation in diverse experimental contexts.",Neuroscience,https://link.springer.com/article/10.1007/s12565-025-00850-5,0
"Cognitive neuroscience seeks generalizable theories explaining the relationship between behavioral, physiological and mental states. In pursuit of such theories, we propose a theoretical and empirical framework that centers on understanding task demands and the mutual constraints they impose on behavior and neural activity. Task demands emerge from the interaction between an agent’s sensory impressions, goals and behavior, which jointly shape the activity and structure of the nervous system on multiple spatiotemporal scales. Understanding this interaction requires multitask studies that vary more than one experimental component (for example, stimuli and instructions) combined with dense behavioral and neural sampling and explicit testing for generalization across tasks and data modalities. By centering task demands rather than mental processes that tasks are assumed to engage, this framework paves the way for the discovery of new generalizable concepts unconstrained by existing taxonomies, and moves cognitive neuroscience toward an action-oriented, dynamic and integrated view of the brain.",Neuroscience,https://link.springer.com/article/10.1038/s41593-024-01711-6,0
"In recent years, Artificial Intelligence (AI) shows a spectacular ability of insertion inside a variety of disciplines which use it for scientific advancements and which sometimes improve it for their conceptual and methodological needs. According to the transverse science framework originally conceived by Shinn and Joerges, AI can be seen as an instrument which is progressively acquiring a universal character through its diffusion across science. In this paper we address empirically one aspect of this diffusion, namely the penetration of AI into a specific field of research. Taking neuroscience as a case study, we conduct a scientometric analysis of the development of AI in this field. We especially study the temporal egocentric citation network around the articles included in this literature, their represented journals and their authors linked together by a temporal collaboration network. We find that AI is driving the constitution of a particular disciplinary ecosystem in neuroscience which is distinct from other subfields, and which is gathering atypical scientific profiles who are coming from neuroscience or outside it. Moreover we observe that this AI community in neuroscience is socially confined in a specific subspace of the neuroscience collaboration network, which also publishes in a small set of dedicated journals that are mostly active in AI research. According to these results, the diffusion of AI in a discipline such as neuroscience didn’t really challenge its disciplinary orientations but rather induced the constitution of a dedicated socio-cognitive environment inside this field.",Neuroscience,https://link.springer.com/article/10.1007/s41109-024-00618-2,0
"The Data Hazards framework (Zelenka, Di Cara, & Contributors, 2024) is intended to encourage thinking about the ethical implications of data science projects. It takes the form of community-designed data hazard labels, similar to warning labels on chemicals, that can encourage reflection and discussion on what ethical risks are associated with a project and how they can be mitigated. In this article, we explain how the Data Hazards framework can apply to neuroscience. We demonstrate how the hazard labels can be applied to one of our own projects, on the computational modelling of postsynaptic mechanisms.Graphical Abstract",Neuroscience,https://link.springer.com/article/10.1007/s12152-024-09580-3,0
"Accurate and precise diagnosis made the medicine the hallmark of evidence-based medicine. While attaining absolute patient satisfaction may seem impossible in the aspect of disease recurrent, personalized their mecidal conditions to their responsive treatment approach may save the day. The last generation approaches in medicine require advanced technologies that will lead to evidence-based medicine. One of the trending fields in this is the use of big data in predictive, preventive, and personalized medicine (3PM). This review dwelled through the practical examples in which big data tools harness neuroscience to add more individualized apporahes to the medical conditions in a bid to confer a more personalized treatment strategies. Moreover, the known breakthroughs of big data in 3PM, big data and 3PM in neuroscience, AI and neuroscience, limitations of big data with 3PM in neuroscience, and the challenges are thoroughly discussed. Finally, the prospects of incorporating big data in 3PM are as well discussed. The review could point out that the implications of big data in 3PM are still in their infancy and will require a holistic approach. While there is a need to carefully sensitize the community, convincing them will come under interdisciplinary and, to some extent, inter-professional collaborations, capacity building for professionals, and optimal coordination of the joint systems.",Neuroscience,https://link.springer.com/article/10.1007/s13167-024-00393-1,0
"This essay, derived from a lecture at “The Physics Modeling of Thought” workshop in Berlin in winter 2023, explores the mutually beneficial relationship between theoretical neuroscience and statistical physics through the lens of efficient coding and computation in cortical circuits. It highlights how the study of neural networks has enhanced our understanding of complex, nonequilibrium, and disordered systems, while also demonstrating how neuroscientific challenges have spurred novel developments in physics. The paper traces the evolution of ideas from seminal work on chaos in random neural networks to recent developments in efficient coding and the partial suppression of chaotic fluctuations. It emphasizes how concepts from statistical physics, such as phase transitions and critical phenomena, have been instrumental in elucidating the computational capabilities of neuronal networks in the brain. By examining the interplay between order and disorder in neural computation, the essay illustrates the deep connection between theoretical neuroscience and the statistical physics of nonequilibrium systems. This synthesis underscores the ongoing importance of interdisciplinary approaches in advancing both fields, offering fresh perspectives on the fundamental principles governing information processing in the brain. This multidisciplinary approach not only advances our understanding of neural computation and complex systems but also points toward future challenges at the intersection of neuroscience and physics.",Neuroscience,https://link.springer.com/article/10.1007/s42087-025-00507-9,0
"Neurotechnology and big data are two rapidly advancing fields that have the potential to transform our understanding of the brain and its functions. Advancements in neurotechnology have enabled researchers to investigate the function of the brain at unprecedented levels of granularity at the functional, molecular, and anatomical levels. Thus, resulting in the collection of not only more data, but also larger datasets. To fully harness the potential of big data and advancements in neurotechnology to improve our understanding of the nervous system, there is a need to train a new generation of neuroscientists capable of not only domain expertise, but also the computational and data science skills required to interrogate and integrate big data. Importantly, neuroinformatics is the subdiscipline of neuroscience devoted to the development of neuroscience data and knowledge bases together with computational models and analytical tools for sharing, integration and analysis of experimental data, and advancement of theories about the nervous system function. While there are only a few formal training programs in neuroinformatics, and since neuroinformatics is rarely incorporated into traditional neuroscience training programs, the neuroinformatics community has attempted to bridge the gap between the traditional neuroscience education programs and the needs of the next generation of neuroscience researchers through community initiatives and workshops. Thus, the purpose of this special collection is to highlight several such community efforts which span from in-person workshops to large-scale, global virtual training consortiums and from training students to training-the-trainers.",Neuroscience,https://link.springer.com/article/10.1007/s12021-024-09693-3,0
"Anthropogenic climate change poses a substantial threat to societal living conditions. Here, we argue that neuroscience can substantially contribute to the fight against climate change and provide a framework and a roadmap to organize and prioritize neuroscience research in this domain. We outline how neuroscience can be used to: (1) investigate the negative impact of climate change on the human brain; (2) identify ways to adapt; (3) understand the neural substrates of decisions with pro-environmental and harmful outcomes; and (4) create neuroscience-based insights into communication and intervention strategies that aim to promote climate action. The paper is also a call to action for neuroscientists to join broader scientific efforts to tackle the existential environmental threats Earth is currently facing.",Neuroscience,https://link.springer.com/article/10.1038/s41558-023-01857-4,0
"The integration of Indigenous perspectives and knowledge with biomedical approaches in neurosciences can significantly broaden the understanding of the human brain and mind. Drawing upon the writings of Elders in Canada, we refer to this integration as Two-Eyed Seeing or Etuaptmumk. We discuss how Two-Eyed Seeing and other dual perspectives can bring both breadth of knowledge and humility to the development of research and clinical practices for brain health. In this forward-looking discussion, we include both traditional academic and non-academic traditions and the work of Indigenous scholars on methodologies, life, health, culture, language and history. To describe challenges and consider solutions, we offer broad strategies for allyship, humility and universalism and situate them in four specific examples pertaining to disability, suicide, migration and the environment. We further advance the power of Two-Eyed Seeing in the context of new considerations for communication and public engagement. Two-Eyed Seeing, per se, is only one approach, but as neuroscience becomes ever more global, inclusive and ethically proactive, it must universally see the world of brain and mental health through the eyes of both reductionism and holism.",Neuroscience,https://link.springer.com/article/10.1038/s41586-024-08437-2,0
"The societal benefits from sharing and reusing data collected in human neuroscience studies are widely appreciated. However, there are persistent barriers to data sharing as well as privacy concerns related to unauthorized access, misuse, and reidentification of deidentified data. Thus far, few studies have been conducted with neuroscience research participants to understand their data sharing priorities and concerns. We conducted a survey utilizing an experimental design with N = 52 participants in neuroscience studies funded by the U.S. National Institutes of Health representing diverse neurotechnologies and health conditions. Respondents prioritized sharing practices that maximize reuse of data to benefit patients and reduce the possibility of misuse of shared data. Most believed that both advancing research as quickly as possible and protecting their privacy are important. However, when forced to choose between these objectives, two-thirds of respondents believed that advancing research is most important. Reflecting on specific secondary use scenarios, the largest proportion of respondents were concerned about the possibility their shared brain data might be used to discriminate against them. On balance, respondents were less concerned about sharing their health information, including their brain imaging results, than sharing their online, spending, and location histories. The results affirm that data sharing with secondary researchers with the goal of helping patients by advancing research should remain a top priority and provide empirical support for legislation to prevent harms from misuse of sensitive personal data.",Neuroscience,https://link.springer.com/article/10.1007/s12152-025-09609-1,0
"This paper presents systematic survey of empirical studies that implement neurocognitive tools to study mathematical processing, learning and problem solving. The survey comprised three stages: identification, screening, and analysis. The search was restricted to English-language papers published in research journals. Of a total of 35,692 records that were identified initially, 598 papers were found eligible for precise data analysis through screening procedure. The bibliometric analysis focused on publication years, journals and authors as well as on collaboration between the researchers. In the content analysis, along with the analysis of neurocognitive tools used in the studies, we screened the papers for the groups of research participants; mathematical topics, concepts and skills examined in the studies. We found that there has been tremendous growth in the past decade in the use of neurocognitive tools to research mathematics learning. The most commonly used tools are the fMRI, EEG, and eye tracking, while use of tools such as GSR and fNIRS remains highly uncommon. There is a strong focus on studying arithmetic, and a recent trend toward examining problem-solving skills, but higher mathematics learning and equation solving remain under-researched. Finally, we found that despite the immense growth in neuroscience research relevant to mathematics education, few studies of this type are published in mathematics education journals.",Neuroscience,https://link.springer.com/article/10.1007/s11858-025-01705-z,0
